"Date","Price","Open","High","Low","Vol.","Change %"
"08/24/2022","4,143.4","4,127.2","4,156.9","4,109.4","","0.40%"
"08/23/2022","4,127.0","4,150.5","4,159.9","4,116.1","","-0.55%"
"08/22/2022","4,150.0","4,207.6","4,218.9","4,130.0","","-1.36%"
"08/21/2022","4,207.3","4,216.9","4,217.1","4,205.3","","-0.45%"
"08/19/2022","4,226.2","4,283.6","4,285.1","4,218.9","","-1.34%"
"08/18/2022","4,283.6","4,265.9","4,292.8","4,255.5","","0.41%"
"08/17/2022","4,266.3","4,304.3","4,312.2","4,253.0","","-0.89%"
"08/16/2022","4,304.6","4,292.0","4,325.4","4,277.7","","0.28%"
"08/15/2022","4,292.5","4,267.2","4,300.8","4,246.8","","0.60%"
"08/14/2022","4,266.9","4,275.8","4,276.3","4,266.9","","-0.27%"
"08/12/2022","4,278.5","4,214.2","4,280.1","4,206.0","","1.57%"
